Code,Category,Honda likely summary,Recommended Shop
P0599,Idle control system,"Likely idle control system fault involving vehicle speed input, idle speed control, cruise, or sensor reference.",CMD Automotive
P0600,ECU / electrical diagnostics,Serial communication link malfunction; often PCM communication or network wiring issue.,CMD Automotive
P0601,ECU / electrical diagnostics,PCM memory checksum or internal control module error.,CMD Automotive
P0602,ECU / electrical diagnostics,Control module programming error or internal fault.,CMD Automotive
P0603,ECU / electrical diagnostics,Control module keep-alive memory error or battery feed issue.,CMD Automotive
P0604,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0605,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0606,ECU / electrical diagnostics,PCM or ECM processor fault; internal control module issue.,CMD Automotive
P0607,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0608,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0609,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0610,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0611,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0612,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0613,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0614,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0615,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0616,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0617,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0618,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0619,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0620,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0621,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0622,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0623,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0624,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0625,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0626,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0627,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0628,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0629,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0630,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0631,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0632,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0633,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0634,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0635,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0636,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0637,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0638,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0639,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0640,ECU / electrical diagnostics,"Sensor reference voltage issue; likely short, open, or module driver fault.",CMD Automotive
P0641,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0642,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0643,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0644,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0645,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0646,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0647,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0648,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0649,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0650,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0651,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0652,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0653,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0654,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0655,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0656,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0657,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0658,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0659,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0660,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0661,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0662,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0663,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0664,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0665,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0666,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0667,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0668,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0669,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0670,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0671,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0672,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0673,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0674,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0675,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0676,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0677,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0678,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0679,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0680,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0681,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0682,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0683,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0684,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0685,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0686,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0687,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0688,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0689,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0690,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0691,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0692,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0693,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0694,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0695,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0696,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0697,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0698,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0699,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM power, memory, reference voltage, relays, or module communication.",CMD Automotive
P0700,Transmission control,Transmission control system malfunction; use with Honda transmission and TCM diagnostics to find the root fault.,AAMCO Transmission & Total Car Care
P0701,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0702,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0703,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0704,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0705,Transmission control,Transmission range sensor issue; gear position switch or wiring fault.,AAMCO Transmission & Total Car Care
P0706,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0707,Transmission control,Transmission range sensor circuit low or misadjusted switch.,AAMCO Transmission & Total Car Care
P0708,Transmission control,Transmission range sensor circuit high.,AAMCO Transmission & Total Car Care
P0709,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0710,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0711,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0712,Transmission control,Input or turbine speed sensor circuit malfunction.,AAMCO Transmission & Total Car Care
P0713,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0714,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0715,Transmission control,"Input or turbine speed sensor fault; sensor, tone wheel, or wiring issue.",AAMCO Transmission & Total Car Care
P0716,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0717,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0718,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0719,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0720,Transmission control,Output speed sensor circuit malfunction.,AAMCO Transmission & Total Car Care
P0721,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0722,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0723,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0724,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0725,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0726,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0727,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0728,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0729,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0730,Transmission control,"Incorrect gear ratio; could indicate clutch, hydraulic, solenoid, or internal transmission issue.",AAMCO Transmission & Total Car Care
P0731,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0732,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0733,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0734,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0735,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0736,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0737,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0738,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0739,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0740,Transmission control,Torque converter clutch circuit or performance issue.,AAMCO Transmission & Total Car Care
P0741,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0742,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0743,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0744,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0745,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0746,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0747,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0748,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0749,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0750,Transmission control,Shift solenoid A issue.,AAMCO Transmission & Total Car Care
P0751,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0752,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0753,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0754,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0755,Transmission control,Shift solenoid B issue.,AAMCO Transmission & Total Car Care
P0756,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0757,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0758,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0759,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0760,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0761,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0762,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0763,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0764,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0765,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0766,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0767,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0768,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0769,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0770,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0771,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0772,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0773,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0774,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0775,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0776,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0777,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0778,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0779,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0780,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0781,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0782,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0783,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0784,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0785,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0786,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0787,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0788,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0789,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0790,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0791,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0792,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0793,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0794,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0795,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0796,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0797,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0798,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0799,Transmission control,"Likely transmission control fault involving TCM commands, speed sensors, shift solenoids, or gear ratio monitoring.",AAMCO Transmission & Total Car Care
P0800,Transmission system,"Likely transmission system fault involving clutch control, hydraulic pressure, line pressure, or internal transmission performance.",AAMCO Transmission & Total Car Care
